school,major,requirementType,reason,rawText,suggestedAction,canonicalCourseId,canonicalCourseName,conditionType,reviewerNote
Purdue,Construction Engineering & Management (CEM),required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Construction Engineering & Management (CEM),required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Construction Engineering & Management (CEM),required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Construction Engineering & Management (CEM),required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Construction Engineering & Management (CEM),required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Electrical Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Electrical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Electrical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Electrical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,[공식: 'Another physics or math course may be substituted for Chemistry I'],,,,,
Purdue,Electrical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Electrical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Electrical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Electrical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Electrical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Electrical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Chemistry I 대신 다른 Physics 또는 Math 과목으로 대체 가능,,,,,
Purdue,Electrical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Environmental & Ecological Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Environmental & Ecological Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Environmental & Ecological Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Environmental & Ecological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[공식: 'must be Chemistry II'],,,,,
Purdue,Environmental & Ecological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Environmental & Ecological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Environmental & Ecological Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Environmental & Ecological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Advanced course: 반드시 Chemistry II (CHM 11610/11620/11630),,,,,
Purdue,Environmental & Ecological Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Environmental & Ecological Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Environmental & Natural Resources Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Environmental & Natural Resources Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Environmental & Natural Resources Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Environmental & Natural Resources Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,[공식: 'Recommend completing one of the following'],,,,,
Purdue,Environmental & Natural Resources Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Environmental & Natural Resources Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Environmental & Natural Resources Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Environmental & Natural Resources Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,Advanced course: CHM 11610/11620/11630 OR CS 159 OR CS 17600 OR CS 17700 권장,,,,,
Purdue,Environmental & Natural Resources Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Environmental & Natural Resources Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Industrial Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Industrial Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Industrial Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Industrial Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Industrial Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Industrial Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Industrial Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Industrial Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Industrial Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Interdisciplinary Engineering (IDES),recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Interdisciplinary Engineering (IDES),recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Interdisciplinary Engineering (IDES),required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Interdisciplinary Engineering (IDES),required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Interdisciplinary Engineering (IDES),required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Interdisciplinary Engineering (IDES),required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Interdisciplinary Engineering (IDES),required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Interdisciplinary Engineering (IDES),required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Mechanical Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Mechanical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Mechanical Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Mechanical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Mechanical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Mechanical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Mechanical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Mechanical Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Mechanical Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Motorsports Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Motorsports Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Motorsports Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Motorsports Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Motorsports Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Motorsports Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Motorsports Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Motorsports Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Motorsports Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Multidisciplinary Engineering (MDE),recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Multidisciplinary Engineering (MDE),recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Multidisciplinary Engineering (MDE),required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Multidisciplinary Engineering (MDE),required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Multidisciplinary Engineering (MDE),required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Multidisciplinary Engineering (MDE),required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Multidisciplinary Engineering (MDE),required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Multidisciplinary Engineering (MDE),required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Purdue,Nuclear Engineering,recommended,선택 조건이지만 공통 과목으로 매핑되지 않음,"(필수는 Composition OR Speech 중 1개, 나머지 1개는 권장)",,,,,
Purdue,Nuclear Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,"[IDES/MDE는 필수, 나머지 학과는 권장]",,,,,
Purdue,Nuclear Engineering,recommended,공통 과목 사전에서 자동 매핑하지 않음,공식 페이지 'Recommended Coursework' 섹션:,,,,,
Purdue,Nuclear Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,[일부 학과 예외 — 학과별 Notes 참조],,,,,
Purdue,Nuclear Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,"전 학과 공통 필수 (지원 전 완료 필수, in-progress 불가):",,,,,
Purdue,Nuclear Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course in math, chemistry, or physics (1과목)",,,,,
Purdue,Nuclear Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,"Advanced course: Math, Chemistry, or Physics 중 택1",,,,,
Purdue,Nuclear Engineering,required,공통 과목 사전에서 자동 매핑하지 않음,Calculus-based Chemistry I (CHEM 11510/11520/11530),,,,,
Purdue,Nuclear Engineering,required,선택 조건이지만 공통 과목으로 매핑되지 않음,English Composition OR Speech (1과목),,,,,
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Engineering Physics (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
Stanford University,"Engineering — Engineering Physics (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford 2년 이상 재학 필수,,,,,
Stanford University,"Engineering — Engineering Physics (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",recommended,공통 과목 사전에서 자동 매핑하지 않음,Stanford SoE: 16개 defined undergraduate majors + IDMEN (자체 설계) 제공. 9개 departmental BS + 7개 interdepartmental ENGR-BS subplan + IDMEN,,,,,
Stanford University,"Engineering — Engineering Physics (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",required,공통 과목 사전에서 자동 매핑하지 않음,[출처: admission.stanford.edu/apply/transfer/credit.html + engineering.stanford.edu/students-academics/academics 직접 확인 2026-05],,,,,
